interaction_id,user_id,track_id,rating,timestamp
301118594,35441131,772867196,4,2021-01-14 16:30:57
451205639,35441131,400310057,4,2021-01-12 16:52:49
372740656,35441131,698669968,4,2021-01-12 08:49:59
350761226,655793960,741801679,2,2021-01-18 12:48:16
374440123,655793960,398995327,2,2021-01-13 11:25:18
58220774,655793960,748449757,2,2021-01-18 04:21:14
9060355,655793960,136801763,2,2021-01-16 04:43:06
882397277,655793960,884555660,2,2021-01-15 20:40:16
862390573,613982155,257880417,2,2021-01-15 14:02:38
576897292,613982155,576180754,2,2021-01-10 12:39:43
168468605,613982155,177903318,2,2021-01-15 05:35:36
71990489,613982155,110150863,2,2021-01-13 05:57:29
683077270,613982155,67426399,2,2021-01-12 21:54:40
766453540,650975587,332132531,4,2021-01-15 11:07:54
130043494,650975587,823677954,4,2021-01-10 09:45:13
480034506,650975587,134948115,4,2021-01-15 02:40:54
179522576,650975587,129756025,4,2021-01-13 03:02:52
225553774,650975587,23634829,4,2021-01-12 19:00:04
141931912,967674671,318314413,4,2021-01-17 00:17:49
809118470,967674671,985353703,4,2021-01-11 22:54:41
746926254,967674671,52170152,4,2021-01-16 15:50:47
115292909,967674671,400310057,4,2021-01-14 16:12:35
273097359,967674671,821798395,4,2021-01-14 08:09:45
64299717,125749366,855531772,3,2021-01-15 18:28:29
341698891,125749366,584317209,3,2021-01-10 17:05:40
106899284,125749366,332132531,3,2021-01-15 10:01:28
281712446,125749366,581729245,3,2021-01-13 10:23:23
311164735,125749366,804995006,3,2021-01-13 02:20:34
404611268,984688494,724472605,3,2021-01-17 06:25:01
293344014,984688494,134907349,3,2021-01-12 05:02:07
573408371,984688494,192505666,3,2021-01-16 21:57:59
520318104,984688494,919942437,3,2021-01-14 22:19:53
247439728,984688494,719351871,3,2021-01-14 14:17:04
759129240,779101958,535760980,3,2021-01-15 05:25:24
554024772,779101958,519923748,3,2021-01-10 04:02:29
112081130,779101958,327691515,3,2021-01-14 20:58:23
377004693,779101958,910111869,3,2021-01-12 21:20:16
117532542,779101958,285658201,3,2021-01-12 13:17:27
484531231,402828685,791188369,2,2021-01-17 02:27:38
511061984,402828685,67367938,2,2021-01-12 01:04:48
701335939,402828685,681491354,2,2021-01-16 18:00:36
495273454,402828685,919589204,2,2021-01-14 18:22:31
95462315,402828685,11621051,2,2021-01-14 10:19:42
243849264,576060100,99099008,4,2021-01-16 22:24:45
971750040,576060100,913669436,4,2021-01-11 21:01:57
47622633,576060100,719351871,4,2021-01-16 13:57:44
966201772,576060100,694317222,4,2021-01-14 14:19:40
737868501,576060100,309120156,4,2021-01-14 06:16:51
33040674,684236926,291547843,2,2021-01-16 01:07:37
29527160,684236926,222773895,2,2021-01-10 23:44:46
643285518,684236926,884555660,2,2021-01-15 16:40:36
341374682,684236926,151661972,2,2021-01-13 17:02:30
281106685,684236926,46026674,2,2021-01-13 08:59:41
297113344,232733197,588130503,4,2021-01-17 03:53:19
610158342,232733197,868818261,4,2021-01-12 02:30:22
292313910,232733197,641649700,4,2021-01-16 19:26:17
401434554,232733197,622357644,4,2021-01-14 19:48:10
215281828,232733197,5735854,4,2021-01-14 11:45:20
344110015,153057597,23634829,2,2021-01-15 10:42:03
730553144,153057597,551077774,2,2021-01-10 09:19:10
852327170,153057597,142061985,2,2021-01-15 02:15:02
128953433,153057597,498794237,2,2021-01-13 02:36:56
344663618,153057597,44191953,2,2021-01-12 18:34:07
544643362,120227974,421851873,3,2021-01-17 07:07:27
40003032,120227974,729512658,3,2021-01-12 05:44:45
646928683,120227974,287636174,3,2021-01-16 22:40:26
246901555,120227974,913243706,3,2021-01-14 23:02:24
315610846,120227974,940469023,3,2021-01-14 14:59:36
765007139,947276812,898892734,4,2021-01-16 02:28:58
442020457,947276812,573839195,4,2021-01-11 01:05:56
815642268,947276812,588130503,4,2021-01-15 18:01:56
217846078,947276812,576180754,4,2021-01-13 18:23:46
526618542,947276812,897354768,4,2021-01-13 10:20:57
231794554,879060987,46026674,5,2021-01-14 18:55:01
909315767,879060987,940469023,5,2021-01-09 17:31:54
76510988,879060987,753691462,5,2021-01-14 10:27:59
663445743,879060987,580692154,5,2021-01-12 10:49:47
682412181,879060987,913243706,5,2021-01-12 02:46:57
841081157,934296776,589060170,2,2021-01-16 17:37:55
660753880,934296776,508004112,2,2021-01-11 16:14:53
46195544,934296776,141454837,2,2021-01-16 09:10:53
564435716,934296776,661492807,2,2021-01-14 09:32:43
634089769,934296776,23958648,2,2021-01-14 01:29:54
187697744,853483401,450027878,2,2021-01-16 06:25:48
889888257,853483401,478857934,2,2021-01-11 05:02:47
480920562,853483401,470437892,2,2021-01-15 21:58:46
301799911,853483401,65337844,2,2021-01-13 22:20:36
137067405,853483401,398995327,2,2021-01-13 14:17:47
110054602,43365842,99099008,2,2021-01-15 11:38:02
332682622,43365842,825437234,2,2021-01-10 10:14:57
811193470,43365842,470442755,2,2021-01-15 03:10:59
39268756,43365842,603159446,2,2021-01-13 03:32:48
502742754,43365842,44191953,2,2021-01-12 19:29:59
901890038,379033361,698669968,5,2021-01-16 12:09:20
506934072,379033361,762841549,5,2021-01-11 10:46:12
875514230,379033361,136801763,5,2021-01-16 03:42:17
119488082,379033361,329229246,5,2021-01-14 04:04:05
573664446,379033361,176062876,5,2021-01-13 20:01:15
381058958,46499958,46026674,2,2021-01-16 00:45:44
769306884,46499958,23958648,2,2021-01-10 23:22:53
547964926,46499958,519923748,2,2021-01-15 16:18:42
220201869,46499958,919749524,2,2021-01-13 16:40:37
683438822,46499958,876586751,2,2021-01-13 08:37:48
301011884,15766321,52170152,3,2021-01-15 18:50:05
114588053,15766321,110150863,3,2021-01-10 17:27:26
628885468,15766321,100240576,3,2021-01-15 10:23:04
590868346,15766321,589060170,3,2021-01-13 10:45:04
600134125,15766321,633147050,3,2021-01-13 02:42:16
228099314,259299557,592171766,2,2021-01-17 03:42:21
207152353,259299557,574152686,2,2021-01-12 02:19:31
965972227,259299557,324695753,2,2021-01-16 19:15:20
209604654,259299557,791188369,2,2021-01-14 19:37:15
954283454,259299557,748449757,2,2021-01-14 11:34:26
603805194,571197741,519136978,4,2021-01-17 11:16:03
258716118,571197741,698669968,4,2021-01-12 09:53:10
247622305,571197741,574152686,4,2021-01-17 02:49:01
333919502,571197741,443748241,4,2021-01-15 03:10:55
608736221,571197741,202401330,4,2021-01-14 19:08:06
23433836,72672577,597705974,2,2021-01-14 15:39:19
140262856,72672577,661492807,2,2021-01-09 14:16:38
481851243,72672577,969063407,2,2021-01-14 07:12:19
43114010,72672577,913034450,2,2021-01-12 07:34:17
510184727,72672577,892934855,2,2021-01-11 23:31:29
889888139,480058191,694317222,3,2021-01-16 21:33:49
904067337,480058191,142061985,3,2021-01-11 20:10:50
329313645,480058191,817313979,3,2021-01-16 13:06:47
101594405,480058191,19505362,3,2021-01-14 13:28:38
369564342,480058191,462176222,3,2021-01-14 05:25:49
969496418,194946183,966821382,5,2021-01-16 08:30:41
813516252,194946183,450027878,5,2021-01-11 07:07:43
153574773,194946183,795397147,5,2021-01-16 00:03:39
624725139,194946183,599128863,5,2021-01-14 00:25:31
498615170,194946183,436212874,5,2021-01-13 16:22:42
372037360,362339435,142061985,2,2021-01-16 07:38:49
591442826,362339435,817313979,2,2021-01-11 06:15:53
888091874,362339435,470437892,2,2021-01-15 23:11:47
518945887,362339435,5735854,2,2021-01-13 23:33:40
68445962,362339435,471396651,2,2021-01-13 15:30:51
242421324,31504509,309120156,3,2021-01-17 20:45:11
146769219,31504509,488313139,3,2021-01-12 19:22:13
232745120,31504509,134907349,3,2021-01-17 12:18:09
181418603,31504509,913034450,3,2021-01-15 12:40:01
720260482,31504509,849292942,3,2021-01-15 04:37:12
694636355,547183445,733781454,2,2021-01-16 23:09:18
456572093,547183445,508004112,2,2021-01-11 21:46:29
681330413,547183445,822558176,2,2021-01-16 14:42:17
101134490,547183445,669556942,2,2021-01-14 15:04:12
964486044,547183445,59253271,2,2021-01-14 07:01:24
261308407,635147690,919942437,3,2021-01-15 08:32:15
88087852,635147690,163463876,3,2021-01-10 07:09:08
943237644,635147690,887412992,3,2021-01-15 00:05:12
671520778,635147690,141454837,3,2021-01-13 00:27:01
11121097,635147690,825437234,3,2021-01-12 16:24:11
392314974,199402167,433065801,4,2021-01-15 16:20:40
232053924,199402167,887412992,4,2021-01-10 14:57:47
772683853,199402167,856360944,4,2021-01-15 07:53:38
600769871,199402167,421851873,4,2021-01-13 08:15:32
216524747,199402167,23958648,4,2021-01-13 00:12:43
841395849,534152683,281653309,3,2021-01-17 09:28:41
695008058,534152683,919749524,3,2021-01-12 08:05:45
478002400,534152683,19505362,3,2021-01-17 01:01:39
753048018,534152683,329229246,3,2021-01-15 01:23:32
754554774,534152683,64423587,3,2021-01-14 17:20:42
246764915,61177036,762841549,2,2021-01-16 14:14:06
535102643,61177036,23330541,2,2021-01-11 12:51:21
898383866,61177036,840839737,2,2021-01-16 05:47:05
545656428,61177036,580692154,2,2021-01-14 06:09:02
247652775,61177036,67426399,2,2021-01-13 22:06:14
513974372,284729914,19505362,3,2021-01-15 23:04:31
239067699,284729914,5735854,3,2021-01-10 21:41:35
185475373,284729914,729512658,3,2021-01-15 14:37:29
118113757,284729914,228558288,3,2021-01-13 14:59:22
71897425,284729914,433281410,3,2021-01-13 06:56:33
679027398,241983661,910111869,4,2021-01-16 09:49:39
740006328,241983661,769571712,4,2021-01-11 08:26:35
528264228,241983661,100240576,4,2021-01-16 01:22:36
273839409,241983661,875969625,4,2021-01-14 01:44:26
972275570,241983661,822558176,4,2021-01-13 17:41:36
922032522,835385719,324695753,2,2021-01-17 15:06:57
404510032,835385719,845492776,2,2021-01-12 13:43:58
726153115,835385719,192505666,2,2021-01-17 06:39:55
152092814,835385719,887412992,2,2021-01-15 07:01:47
252425673,835385719,875257901,2,2021-01-14 22:58:57
821154577,807111833,971650974,1,2021-01-16 21:01:33
456370032,807111833,913669436,1,2021-01-11 19:38:34
287904531,807111833,827277461,1,2021-01-16 12:34:31
923245398,807111833,822558176,1,2021-01-14 12:56:23
958334031,807111833,646501313,1,2021-01-14 04:53:33
265298074,715291469,656552563,1,2021-01-16 16:43:15
918526094,715291469,892934855,1,2021-01-11 15:20:10
319343377,715291469,446322959,1,2021-01-16 08:16:13
489899239,715291469,433281410,1,2021-01-14 08:38:02
121758775,715291469,850798143,1,2021-01-14 00:35:12
631617847,101243475,661492807,2,2021-01-17 06:28:18
228656300,101243475,713101197,2,2021-01-12 05:05:21
179146041,101243475,656552563,2,2021-01-16 22:01:16
69506717,101243475,223783706,2,2021-01-14 22:23:08
598714329,101243475,436212874,2,2021-01-14 14:20:19
874164716,411065227,346424833,3,2021-01-18 09:55:24
238376423,411065227,744424270,3,2021-01-13 08:32:32
172647928,411065227,969063407,3,2021-01-18 01:28:22
697415355,411065227,23330541,3,2021-01-16 01:50:17
800374272,411065227,309120156,3,2021-01-15 17:47:28
696004490,448205246,656552563,4,2021-01-16 20:02:27
41631739,448205246,597844101,4,2021-01-11 18:39:27
703945863,448205246,715133701,4,2021-01-16 11:35:25
171202951,448205246,324695753,4,2021-01-14 11:57:16
679172240,448205246,223783706,4,2021-01-14 03:54:27
776811115,601859242,592171766,2,2021-01-17 13:00:50
246330607,601859242,433065801,2,2021-01-12 11:37:56
514257118,601859242,471223408,2,2021-01-17 04:33:48
459976103,601859242,433065801,2,2021-01-15 04:55:42
609005656,601859242,436212874,2,2021-01-14 20:52:53
638592282,202922503,23330541,3,2021-01-16 05:16:31
880578770,202922503,845492776,3,2021-01-11 03:53:30
470502135,202922503,966552945,3,2021-01-15 20:49:29
230322863,202922503,497413127,3,2021-01-13 21:11:20
86074761,202922503,875257901,3,2021-01-13 13:08:30
27705156,563901300,898892734,2,2021-01-17 07:16:24
113314391,563901300,129756025,2,2021-01-12 05:53:31
444533443,563901300,327691515,2,2021-01-16 22:49:23
624231203,563901300,804995006,2,2021-01-14 23:11:16
386769165,563901300,770648434,2,2021-01-14 15:08:27
262156571,915355610,143128233,3,2021-01-15 09:56:46
207024881,915355610,546979041,3,2021-01-10 08:33:51
743202988,915355610,356733681,3,2021-01-15 01:29:45
375171015,915355610,52170152,3,2021-01-13 01:51:38
77964312,915355610,228286178,3,2021-01-12 17:48:49
917275289,640113947,646501313,3,2021-01-16 19:02:51
776799841,640113947,327691515,3,2021-01-11 17:40:02
736013781,640113947,356733681,3,2021-01-16 10:35:50
117989922,640113947,478810988,3,2021-01-14 10:57:45
650895544,640113947,966821382,3,2021-01-14 02:54:56
583095506,636817768,769571712,2,2021-01-17 00:06:44
27144258,636817768,635510070,2,2021-01-11 22:43:53
302698307,636817768,848148341,2,2021-01-16 15:39:43
756148669,636817768,997542167,2,2021-01-14 16:01:37
803791251,636817768,748449757,2,2021-01-14 07:58:48
772655731,214492699,898892734,4,2021-01-16 02:03:56
958721846,214492699,622357644,4,2021-01-11 00:41:00
350780493,214492699,44191953,4,2021-01-15 17:36:54
113965224,214492699,913034450,4,2021-01-13 17:58:47
394666271,214492699,421901611,4,2021-01-13 09:55:57
487423357,727098295,729512658,3,2021-01-17 05:11:02
230065852,727098295,127489520,3,2021-01-12 03:48:07
380753024,727098295,421851873,3,2021-01-16 20:44:01
97159867,727098295,892887188,3,2021-01-14 21:05:54
513728559,727098295,827277461,3,2021-01-14 13:03:04
526966546,340589142,841946863,2,2021-01-15 12:57:03
342837517,340589142,908901699,2,2021-01-10 11:34:01
693686679,340589142,44648271,2,2021-01-15 04:30:01
419890310,340589142,389262105,2,2021-01-13 04:51:51
370157677,340589142,892887188,2,2021-01-12 20:49:02
484251857,5229774,850798143,5,2021-01-16 19:12:29
562408941,5229774,305469425,5,2021-01-11 17:49:40
54798413,5229774,615623116,5,2021-01-16 10:45:28
818948322,5229774,817313979,5,2021-01-14 11:07:23
960575885,5229774,346424833,5,2021-01-14 03:04:34
208578981,647158784,741801679,4,2021-01-17 11:57:39
556537330,647158784,176062876,4,2021-01-12 10:34:41
681037369,647158784,969063407,4,2021-01-17 03:30:37
746465963,647158784,141454837,4,2021-01-15 03:52:29
892931308,647158784,471223408,4,2021-01-14 19:49:40
637487862,241468976,875969625,1,2021-01-14 21:46:14
152681116,241468976,99099008,1,2021-01-09 20:23:13
542099438,241468976,597705974,1,2021-01-14 13:19:12
337466024,241468976,827277461,1,2021-01-12 13:41:03
845700583,241468976,443748241,1,2021-01-12 05:38:13
975544575,560634776,446322959,3,2021-01-16 17:25:55
458142621,560634776,710656732,3,2021-01-11 16:03:03
147306072,560634776,985353703,3,2021-01-16 08:58:53
338652579,560634776,222773895,3,2021-01-14 09:20:48
21217941,560634776,919942437,3,2021-01-14 01:17:59
649667841,747955835,971650974,5,2021-01-18 08:09:39
336524044,747955835,535190020,5,2021-01-13 06:46:37
973811653,747955835,450027878,5,2021-01-17 23:42:37
455955389,747955835,919589204,5,2021-01-16 00:04:27
535166766,747955835,682576239,5,2021-01-15 16:01:38
982840883,700796428,597705974,5,2021-01-14 19:40:32
576058607,700796428,346424833,5,2021-01-09 18:17:49
828567650,700796428,825437234,5,2021-01-14 11:13:31
574551840,700796428,389262105,5,2021-01-12 11:35:28
25072035,700796428,840839737,5,2021-01-12 03:32:40
283328377,722037721,940469023,4,2021-01-16 16:10:38
335547535,722037721,73036220,4,2021-01-11 14:47:40
79892606,722037721,573839195,4,2021-01-16 07:43:36
590836549,722037721,848148341,4,2021-01-14 08:05:28
675574293,722037721,849273552,4,2021-01-14 00:02:39
388683201,630852065,710656732,5,2021-01-17 08:43:22
978786898,630852065,850798143,5,2021-01-12 07:20:32
280618037,630852065,67426399,5,2021-01-17 00:16:21
336433160,630852065,170544651,5,2021-01-15 00:38:16
599312681,630852065,312607122,5,2021-01-14 16:35:27
36058595,513804793,915140061,1,2021-01-17 01:53:08
968784234,513804793,535760980,1,2021-01-12 00:30:12
590010607,513804793,519136978,1,2021-01-16 17:26:06
701764772,513804793,10607524,1,2021-01-14 17:47:59
443461932,513804793,171255752,1,2021-01-14 09:45:10
777789683,859069570,546979041,5,2021-01-16 05:14:43
791799748,859069570,733781454,5,2021-01-11 03:51:45
227195491,859069570,228558288,5,2021-01-15 20:47:41
98100891,859069570,170544651,5,2021-01-13 21:09:33
760057397,859069570,421901611,5,2021-01-13 13:06:44
686290917,247491676,497413127,4,2021-01-15 12:16:34
932833457,247491676,498794237,4,2021-01-10 10:53:29
378111663,247491676,849292942,4,2021-01-15 03:49:31
580061961,247491676,841946863,4,2021-01-13 04:11:21
687910222,247491676,868818261,4,2021-01-12 20:08:31
766212418,842015798,462176222,4,2021-01-16 16:50:18
465449044,842015798,129756025,4,2021-01-11 15:27:32
490989710,842015798,27692506,4,2021-01-16 08:23:17
623659306,842015798,42380790,4,2021-01-14 08:45:14
24169000,842015798,681491354,4,2021-01-14 00:42:25
147988825,765077138,715133701,3,2021-01-15 15:40:19
680835496,765077138,641649700,3,2021-01-10 14:17:31
918719510,765077138,506969726,3,2021-01-15 07:13:18
61060472,765077138,519136978,3,2021-01-13 07:35:14
882339518,765077138,535190020,3,2021-01-12 23:32:25
125207358,707384531,973215087,4,2021-01-15 14:57:44
599705195,707384531,73036220,4,2021-01-10 13:34:46
222004741,707384531,624902530,4,2021-01-15 06:30:42
804828227,707384531,804995006,4,2021-01-13 06:52:34
319386492,707384531,876586751,4,2021-01-12 22:49:45
972395322,456162199,615623116,3,2021-01-17 01:24:04
903593512,456162199,471396651,3,2021-01-12 00:01:18
146796985,456162199,573839195,3,2021-01-16 16:57:03
125474940,456162199,506969726,3,2021-01-14 17:18:59
626978978,456162199,997542167,3,2021-01-14 09:16:11
239894396,30712108,400310057,2,2021-01-18 04:28:39
48010848,30712108,177903318,2,2021-01-13 03:05:45
774007070,30712108,971650974,2,2021-01-17 20:01:37
187872747,30712108,228286178,2,2021-01-15 20:23:31
772343914,30712108,389262105,2,2021-01-15 12:20:42
206189512,204075778,681491354,2,2021-01-17 09:12:24
680857861,204075778,915140061,2,2021-01-12 07:49:23
999787124,204075778,235769613,2,2021-01-17 00:45:22
773043030,204075778,882386776,2,2021-01-15 01:07:13
624838212,204075778,169805380,2,2021-01-14 17:04:23
883889309,906571291,478857934,1,2021-01-17 05:07:34
503311595,906571291,684485903,1,2021-01-12 03:44:44
559555213,906571291,287636174,1,2021-01-16 20:40:33
858407732,906571291,890870933,1,2021-01-14 21:02:28
484410812,906571291,177903318,1,2021-01-14 12:59:39
320060112,327685980,710656732,3,2021-01-16 00:50:26
911687362,327685980,171575420,3,2021-01-10 23:27:35
118736650,327685980,478810988,3,2021-01-15 16:23:25
22978704,327685980,433281410,3,2021-01-13 16:45:19
614570297,327685980,478810988,3,2021-01-13 08:42:31
509906645,522300226,849273552,2,2021-01-16 09:53:32
83038651,522300226,191882115,2,2021-01-11 08:30:39
805554326,522300226,216525698,2,2021-01-16 01:26:31
767101723,522300226,786478625,2,2021-01-14 01:48:25
816918257,522300226,235769613,2,2021-01-13 17:45:36
391601154,675906758,897354768,2,2021-01-14 21:16:29
577468610,675906758,985353703,2,2021-01-09 19:53:32
333425364,675906758,216525698,2,2021-01-14 12:49:27
3357511,675906758,42380790,2,2021-01-12 13:11:20
193939270,675906758,682576239,2,2021-01-12 05:08:30
978024459,528329350,312607122,5,2021-01-14 18:15:26
198385368,528329350,100240576,5,2021-01-09 16:52:36
834950368,528329350,770648434,5,2021-01-14 09:48:25
641734101,528329350,258678794,5,2021-01-12 10:10:20
353044067,528329350,845492776,5,2021-01-12 02:07:31
140209386,774282076,235769613,3,2021-01-16 02:18:02
816871834,774282076,127489520,3,2021-01-11 00:55:13
941569733,774282076,599128863,3,2021-01-15 17:51:01
388872713,774282076,786478625,3,2021-01-13 18:12:56
196590903,774282076,786478625,3,2021-01-13 10:10:07
674812899,784925914,22008776,2,2021-01-17 05:38:41
658806871,784925914,508004112,2,2021-01-12 04:15:46
897509481,784925914,136801763,2,2021-01-16 21:11:39
68594441,784925914,192505666,2,2021-01-14 21:33:32
345070547,784925914,67367938,2,2021-01-14 13:30:43
593249478,982943061,42380790,4,2021-01-16 21:23:04
438037728,982943061,65337844,4,2021-01-11 20:00:03
328241527,982943061,143128233,4,2021-01-16 12:56:02
955442836,982943061,471396651,4,2021-01-14 13:17:53
694974041,982943061,163463876,4,2021-01-14 05:15:03
825307658,621992003,744424270,2,2021-01-17 11:53:58
181260944,621992003,266319843,2,2021-01-12 10:31:12
113491776,621992003,170544651,2,2021-01-17 03:26:57
298644997,621992003,266319843,2,2021-01-15 03:48:54
376037983,621992003,21371090,2,2021-01-14 19:46:05
506186803,689699027,713101197,4,2021-01-16 08:07:31
651559430,689699027,27692506,4,2021-01-11 06:44:33
865653031,689699027,537344863,4,2021-01-15 23:40:29
153566280,689699027,917929021,4,2021-01-14 00:02:21
502016302,689699027,684485903,4,2021-01-13 15:59:32
67729500,980510340,535190020,4,2021-01-16 03:59:29
981626595,980510340,770648434,4,2021-01-11 02:36:42
495300319,980510340,305469425,4,2021-01-15 19:32:28
487194350,980510340,498794237,4,2021-01-13 19:54:24
101744780,980510340,537344863,4,2021-01-13 11:51:35
707617410,491325258,744424270,4,2021-01-17 11:39:33
671585690,491325258,669556942,4,2021-01-12 10:16:37
963482782,491325258,733781454,4,2021-01-17 03:12:31
501682950,491325258,211056058,4,2021-01-15 03:34:24
362832576,491325258,624902530,4,2021-01-14 19:31:35
411826933,503095378,336612074,1,2021-01-15 09:00:08
329717754,503095378,443223636,1,2021-01-10 07:37:11
765482559,503095378,633147050,1,2021-01-15 00:33:06
262599368,503095378,171255752,1,2021-01-13 00:54:59
178506011,503095378,65337844,1,2021-01-12 16:52:09
737261871,339780543,211056058,3,2021-01-15 17:08:59
625201965,339780543,597844101,3,2021-01-10 15:46:04
243650253,339780543,597844101,3,2021-01-15 08:41:58
143802324,339780543,775781559,3,2021-01-13 09:03:51
271301756,339780543,336612074,3,2021-01-13 01:01:02
919399109,64767335,713101197,5,2021-01-17 16:47:03
536003435,64767335,266319843,5,2021-01-12 15:24:20
254182842,64767335,478857934,5,2021-01-17 08:20:02
822515337,64767335,973215087,5,2021-01-15 08:42:00
561079717,64767335,443223636,5,2021-01-15 00:39:11
409114740,707377454,897354768,3,2021-01-17 04:29:38
153243262,707377454,21371090,3,2021-01-12 03:06:47
24023378,707377454,917929021,3,2021-01-16 20:02:37
575062693,707377454,882386776,3,2021-01-14 20:24:31
654539087,707377454,21371090,3,2021-01-14 12:21:42
746920067,359012366,890870933,4,2021-01-15 10:01:35
190139110,359012366,775781559,4,2021-01-10 08:38:35
141948373,359012366,753691462,4,2021-01-15 01:34:33
122006375,359012366,312486995,4,2021-01-13 01:56:24
181923251,359012366,227014767,4,2021-01-12 17:53:34
917990927,293190131,497413127,4,2021-01-15 17:39:31
247060473,293190131,481352669,4,2021-01-10 16:16:33
262932349,293190131,191882115,4,2021-01-15 09:12:29
954761549,293190131,312486995,4,2021-01-13 09:34:21
432991089,293190131,621105669,4,2021-01-13 01:31:32
739815267,448636433,581729245,4,2021-01-16 21:25:07
693859908,448636433,443223636,4,2021-01-11 20:02:14
255001289,448636433,481352669,4,2021-01-16 12:58:06
61365334,448636433,555575006,4,2021-01-14 13:19:59
381554686,448636433,908901699,4,2021-01-14 05:17:10
225561287,716942271,821798395,1,2021-01-15 06:39:23
92403112,716942271,227014767,1,2021-01-10 05:16:27
528089982,716942271,555575006,1,2021-01-14 22:12:21
498320231,716942271,171575420,1,2021-01-12 22:34:14
628476156,716942271,621105669,1,2021-01-12 14:31:24
